title,pageid,context,rating
Hiroyuki Yamamoto (athlete),39233372,"Hiroyuki Yamamoto (山本 浩之, Yamamoto Hiroyuki, born 27 October 1979) is a Japanese wheelchair athlete.",71
Choke Yasuoka,987839,"Choke Yasuoka (Japanese: 安岡チョーク, born January 18, 1973, in Pran Buri District, Thailand) is a wheelchair racer, who competes at Olympic level for Japan. At the 2004 Olympic Games, he finished 6th in the demonstration sport of Men's 1500m wheelchair. He also participated in the 2004 Summer Paralympics, winning silver in the 400 metres, gold in the 800 metres, and bronze in the 4×400 metre relay. He has also competed in wheelchair marathon races, including the Boston Marathon and the Ōita Marathon.",18
Choke Yasuoka,987839,"Choke Yasuoka (Japanese: 安岡チョーク, born January 18, 1973, in Pran Buri District, Thailand) is a wheelchair racer, who competes at Olympic level for Japan. At the 2004 Olympic Games, he finished 6th in the demonstration sport of Men's 1500m wheelchair. He also participated in the 2004 Summer Paralympics, winning silver in the 400 metres, gold in the 800 metres, and bronze in the 4×400 metre relay. He has also competed in wheelchair marathon races, including the Boston Marathon and the Ōita Marathon.",60
Yazmith Bataz,55758642,"Yazmith Bataz Carballo (born April 5, 1972), is a Mexican athlete specializing in 100 meter, 200 meter, and 400 meter events.
",98
Leonardo De Jesus Perez Juarez,51495815,Leonardo De Jesus Perez Juarez (born 10 February 1993) is a Paralympic athlete from Mexico who competes in T52 track and field events.,83
Sandra Graf,22826202,Sandra Graf (born 9 December 1969) is a Swiss wheelchair athlete. Graf competes in wheelchair races of a variety of distances.,45
Edith Wolf,987866,"Edith Wolf (née Hunkeler, born 30 July 1972) is a Swiss former wheelchair racer, who competed in the T54 classification. Wolf competed at a range of distances from 400m to marathon length events and is a multiple World and Paralympic Games winner. Wolf has also eight major marathon titles to her name having won the women's wheelchair race at the Berlin Marathon (2011), Boston Marathon (2002 and 2006) and New York Marathon (2004, 2005, 2007, 2008 and 2009).",15
Heinz Frei,22812537,"Heinz Frei (born 28 January 1958) is a Swiss wheelchair athlete. Frei has had a long career of racing, winning the London Marathon wheelchair race three times, and earning five medals at the 2003 European games at the age of 45. He has earned 14 gold medals at the summer and winter Paralympics and is a current world record holder in the half-marathon and marathon wheelchair races. He competed in athletics at every Summer Paralympic Games from 1984 to 2008, and at the 2008 Beijing Games he also participated in cycling, using a handcycle. At the Winter Paralympics, he competed in cross-country sit-skiing between 1984 and 2006 and in the biathlon in 1994.
Frei plans on retiring from track competition at an event on 28 August 2009, though he will continue competing in road races.",49
Franz Nietlispach,19421691,"Franz Nietlispach (born 2 April 1958) is a Swiss wheelchair athlete, handcyclist, and politician.
He has competed in every Summer Paralympic Games from 1976 to 2008, winning a total of fourteen gold, six silver, and two bronze medals. All of these medals were for athletics, except for one bronze earned in handcycling at the 2004 Games. At the 2008 Beijing Games, Nietlispach competed only in cycling; this was the first time he appeared at the Paralympics without participating in an athletics event. He also competed in table tennis early in his career, taking part in that sport at the 1976 and 1980 Paralympics.
He has won the men's wheelchair division of the Boston Marathon five times. He has also held political office in Aargau.",65
Edith Wolf,987866,"Edith Wolf (née Hunkeler, born 30 July 1972) is a Swiss former wheelchair racer, who competed in the T54 classification. Wolf competed at a range of distances from 400m to marathon length events and is a multiple World and Paralympic Games winner. Wolf has also eight major marathon titles to her name having won the women's wheelchair race at the Berlin Marathon (2011), Boston Marathon (2002 and 2006) and New York Marathon (2004, 2005, 2007, 2008 and 2009).",69
Rawat Tana,987833,"Rawat Tana (born 5 May 1977) is a wheelchair racer from Thailand who is a gold medalist at both the Summer Paralympic and World Championships.
At the 2004 Olympic Games, he finished 3rd in the demonstration sport of Men's 1500m wheelchair. In same event at the 2004 Summer Paralympics, he did not qualify for the final, after getting into a collision with Robert Figl in the semifinals. He did, however, win a bronze in the 10,000 metres, a gold in the 4×100 metre relay, and another gold in the 4×400 metre relay at those same Paralympic games.",86
Zeynep Acet,51676072,"Zeynep Acet (born March 5, 1995) is a Turkish female Paralympian athlete competing in the T53 disability class sprint events of 100m and 400m. She is a member of the Bağcılar Belediyesi Disabled SK in Istanbul.
She won the title in the women's disabled category at the 2015 Istanbul Marathon with 2:11:13 before her club mate Hamide Kurt.
She competed in three events at the 2016 IPC Athletics European Championships held in Grosseto, Italy.",38
Hamide Kurt,51642287,"Hamide Kurt (born December 25, 1993) is a Turkish female Paralympian athlete competing in the T53 disability class sprint events of 100m and 400m, T52/T53 class middle distance event of 800m as well as T53/T54 class 4×400m relay event.",19
Tanni Grey-Thompson,950123,"Carys Davina ""Tanni"" Grey-Thompson, Baroness Grey-Thompson, DBE, DL (born 26 July 1969) is a British former wheelchair racer, a parliamentarian and a television presenter.
Grey-Thompson was born with spina bifida and is a wheelchair user. She is one of the most successful disabled athletes in the UK. She graduated from Loughborough University in 1991 with a BA (Hons) degree in Politics and Social Administration.
She was christened Carys Davina Grey, but her sister referred to her as ""tiny"" when she first saw her, pronouncing it ""tanni""; the nickname stuck.
Her autobiography Seize the Day was published by Hodder and Stoughton in 2001.



",21
Chris Hallam,22826403,"Christopher ""Chris"" Alexander Hallam, MBE (31 December 1962 – 16 August 2013) was a Welsh Paralympian and wheelchair athlete. He competed at four Paralympic Games; Stoke Mandeville, England (1984), Seoul, South Korea (1988), Barcelona, Spain (1992) and Atlanta, United States (1996), as well as two Commonwealth Games; Auckland, New Zealand (1990) and Victoria, British Columbia (1994).",43
Eliza Ault-Connell,987852,"Eliza Ault-Connell (née Stankovic; born 19 September 1981) is an Australian wheelchair racer, who competed at Paralympic and Olympic Games. She survived meningococcal disease and plays a major role in improving the Australian community's awareness of the disease.",26
Christie Dawes,987873,Christie Dawes née Skelton (born 3 May 1980) is an Australian Paralympic wheelchair racing athlete. She represented Australia at the 2016 Rio Paralympics in athletics.,78
Kurt Fearnley,987842,"Kurt Harry Fearnley, OAM (born 23 March 1981) is an Australian wheelchair racer, who has won gold medals at the Paralympic Games and 'crawled' the Kokoda Track. He has a congenital disorder called sacral agenesis which prevented fetal development of certain parts of his lower spine and all of his sacrum. In Paralympic events he is classified in the T54 classification. He focuses on long and middle-distance wheelchair races, and has also won medals in sprint relays. He participated in the 2000, 2004, 2008 and 2012 Games. Fearnley finished his Paralympic career with silver and bronze medals at the 2016 Rio Paralympics.",86
John Maclean (sportsperson),33309877,"John Alexander Maclean, OAM (born 27 May 1966) is an Australian triathlete, rower, and motivational speaker. A promising rugby league player in his youth, he became a paraplegic after being knocked from his bicycle by a truck in 1988. He subsequently became the first paraplegic to finish the Ironman World Championship and the first to swim the English Channel. Later, he was part of the athletics team at both the Olympics and Paralympics in 2000, and won a silver medal in rowing at the 2008 Beijing Paralympics. In 2014, he completed the Nepean Triathlon without using a wheelchair, after regaining some use of his legs through Ware K Tremor therapy. He is the founder of the John Maclean Foundation, which assists wheelchair users under the age of 18. As a motivational speaker, his clients have included eBay and Pfizer.
",54
Louise Sauvage,987860,"Alix Louise Sauvage, OAM (born 18 September 1973) is an Australian paralympic wheelchair racer.
Sauvage is often regarded as the most renowned disabled sportswoman in Australia. She won two gold medals and a silver medal at the 2000 Sydney Paralympic games in front of a home crowd. At the 2004 Olympic Games, she finished 3rd in the demonstration sport of Women's 1500 m wheelchair. She participated in the 2004 Summer Paralympics, where she took silver in both the 400 metre and 800 metre races. She has won four Boston Marathons, and holds world records in the 1500 m, 5000 m and 4x100 m and 4x400 m relays. She was Australian Female Athlete of the Year in 1999, and International Female Wheelchair Athlete of the Year in 1999 and 2000.",26
Myriam Adam,48336815,"Myriam Adam (born July 11, 1993) is a former paracyclist from Canada that competed mainly in category H1-2W events. She was born in Saguenay, Quebec.",15
Clayton Gerein,25947482,"Clayton Gerein (May 24, 1964 – January 22, 2010) was a Canadian wheelchair athlete, who won 14 medals in racing events at the Paralympic Games between 1984 and 2008.
Born and raised in North Battleford, Saskatchewan, Gerein suffered a broken neck in 1982 while training racehorses. He first competed as a swimmer at the 1984 Paralympics in Los Angeles, but subsequently had his greatest success competing in racing events, winning seven gold, four silver and three bronze medals during his racing career. He retired from competitive racing after the 2008 Paralympics. Clayton later lived in Pilot Butte, Saskatchewan for a long part of his lifetime and career and was seen all around town practicing.
Clayton also coached and mentored Paralympic Champion Lisa Franks, after he met her while she was in the hospital recovering from a spinal cord injury.
Gerein was named SaskSport's male athlete of the year in 1987, 1996 and 2001.
Gerein died from a brain tumour in Regina on January 22, 2010. He was 45.",100
Brent Lakatos,40111068,"Brent Lakatos (born 1 June 1980) is a Canadian wheelchair racer in the T53 classification. Lakatos has represented Canada at three Summer Paralympics, and at the 2012 Games he won three silver medals in the sprint and mid-distance events. In 2013 Lakatos reached the pinnacle of his sport when he collected four gold medals at the IPC Athletics World Championships and became world champion at his classification in the 100m, 200m and 400m events.",100
Jessica Matassa,33094812,"Jessica Matassa (born June 6, 1986) is a paralympic athlete from Canada competing mainly in category T54 sprint events. She was born in Windsor, Ontario.",84
Chantal Petitclerc,922018,"Chantal Petitclerc, CC, CQ, MSM (born December 15, 1969 in Saint-Marc-des-Carrières, Quebec) is a Canadian wheelchair racer and a Senator from Quebec.



",66
Diane Roy,922033,"Diane Roy (born January 9, 1971) is a Canadian wheelchair racer. Between 1996 and 2016 she competed at six consecutive Paralympics and five consecutive world championships and won 11 medals, including a gold medal in the marathon at the 2006 World Championships.",70
Michelle Stilwell,19869957,"Michelle Stilwell (born July 4, 1974) is a Canadian wheelchair racer and politician. She is the only female Paralympic athlete to win gold medals in two separate summer sport events. Stilwell was elected to the Legislative Assembly of British Columbia as a BC Liberal candidate for Parksville-Qualicum in the 2013 provincial election.
After serving as Caucus Chair and Parliamentary Secretary for Healthy Living and Seniors, Stilwell was sworn in on February 2, 2015 as Minister for Social Development and Social Innovation.
In Sydney, during the 2000 Paralympic Games, she and her team won Gold in wheelchair basketball. by beating Australia in the final 46–27. At the time, she was the only female paraplegic to compete in Basketball at the Paralympic Games. In Beijing, during the 2008 Paralympic Games, she won two gold medals in the woman's T52 200m and 100m events.
At the London 2012 Paralympic Games, Stilwell defended her Paralympic gold medal in the women’s 200m in 33.80 seconds, shattering her Games record by over two seconds. Four days later, Stilwell captured a silver medal in the 100m.
She currently holds the world record in the 100m at 18.67, the 200m at 33.58, and the 800m at 2:14.79 in the T52 class.",93
Daniel Wesley (athlete),22860945,Daniel Wesley (aka Daniel Westley) is a Canadian athlete who won 12 medals while competing in the Paralympic Games.,88
Robert Figl,987829,"Robert Figl (born 1 June 1967 in Karlsruhe) is a German wheelchair racer, who competes at the Olympic level. At the 2004 Olympic Games, he finished first in the demonstration sport of Men's 1500m wheelchair. However, he did not qualify for the final of the same event at the 2004 Paralympics, after getting involved in a collision in the semifinal. He also participated in the Paralympic Games, competing in five consecutive Summer Paralympics from 1988 to 2004 and winning a total of five gold, one silver, and six bronze medals. At the 2000 Summer Paralympics, he won two bronze medals in the 1500 metres and 4×400 metre relay.",38
Tanni Grey-Thompson,950123,"Carys Davina ""Tanni"" Grey-Thompson, Baroness Grey-Thompson, DBE, DL (born 26 July 1969) is a British former wheelchair racer, a parliamentarian and a television presenter.
Grey-Thompson was born with spina bifida and is a wheelchair user. She is one of the most successful disabled athletes in the UK. She graduated from Loughborough University in 1991 with a BA (Hons) degree in Politics and Social Administration.
She was christened Carys Davina Grey, but her sister referred to her as ""tiny"" when she first saw her, pronouncing it ""tanni""; the nickname stuck.
Her autobiography Seize the Day was published by Hodder and Stoughton in 2001.



",96
David Weir (wheelchair athlete),17027046,"David Russell Weir, CBE (born 5 June 1979) is a British Paralympic wheelchair athlete. He has won a total of six gold medals at the 2008 and 2012 Paralympic Games, and has won the London Marathon on seven occasions. He was born with a spinal cord transection that left him unable to use his legs.",14
Shelly Woods,5953418,"Rochelle ""Shelly"" Woods (born 4 June 1986) is an elite British Paralympic athlete from the suburb of Layton in Blackpool, Lancashire. Woods is a T54 athlete who competes as a wheelchair racer in medium and long-distance events. She has competed in two Paralympic Games, Beijing in 2008 and London in 2012, where she won three medals. She is also a world-class marathon athlete, winning the women's elite wheelchair race at the 2007 and 2012 London Marathon.",62
Choke Yasuoka,987839,"Choke Yasuoka (Japanese: 安岡チョーク, born January 18, 1973, in Pran Buri District, Thailand) is a wheelchair racer, who competes at Olympic level for Japan. At the 2004 Olympic Games, he finished 6th in the demonstration sport of Men's 1500m wheelchair. He also participated in the 2004 Summer Paralympics, winning silver in the 400 metres, gold in the 800 metres, and bronze in the 4×400 metre relay. He has also competed in wheelchair marathon races, including the Boston Marathon and the Ōita Marathon.",64
Edith Wolf,987866,"Edith Wolf (née Hunkeler, born 30 July 1972) is a Swiss former wheelchair racer, who competed in the T54 classification. Wolf competed at a range of distances from 400m to marathon length events and is a multiple World and Paralympic Games winner. Wolf has also eight major marathon titles to her name having won the women's wheelchair race at the Berlin Marathon (2011), Boston Marathon (2002 and 2006) and New York Marathon (2004, 2005, 2007, 2008 and 2009).",33
Rawat Tana,987833,"Rawat Tana (born 5 May 1977) is a wheelchair racer from Thailand who is a gold medalist at both the Summer Paralympic and World Championships.
At the 2004 Olympic Games, he finished 3rd in the demonstration sport of Men's 1500m wheelchair. In same event at the 2004 Summer Paralympics, he did not qualify for the final, after getting into a collision with Robert Figl in the semifinals. He did, however, win a bronze in the 10,000 metres, a gold in the 4×100 metre relay, and another gold in the 4×400 metre relay at those same Paralympic games.",76
Cheri Blauwet,987863,"Cheri Blauwet (born May 15, 1980) is an American wheelchair racer. She has used a wheelchair since the age of 18 months, following a farming accident that left her with a spinal cord injury located at the T10 vertebra. She has competed at the Olympic and Paralympic level in events ranging from the 100 meters to the marathon.
Blauwet grew up in Larchwood, Iowa, in a farming family. She began racing in high school, when she was recruited by her school's track and field coach. She later attended the University of Arizona, where she was a member of the school's wheelchair racing team, and graduated magna cum laude with a degree in molecular biology. She attended Stanford University School of Medicine and completed her residency including being chief resident in physical medicine and rehabilitation at Harvard Medical School. She is currently an Assistant Professor at Harvard Medical School.
She began her sporting career as a wheelchair sprinter, but later focused on longer distances. At the 2000 Summer Paralympics, she won a silver medal in the 100 m and three bronzes in the 200 m, 400 m, and 800 m events. She competed in her first marathon in Japan in 2002, and two weeks later won the New York City race, her second marathon. She then went on to win the New York City Marathon twice (2002, 2003), the Boston Marathon twice (2004, 2005), and the Los Angeles Marathon four times (2003, 2004, 2005, and 2008).
At the 2004 Olympic Games, she finished 5th in the demonstration sport of Women's 800m wheelchair. She also participated in the 2004 Summer Paralympics, where she won gold in the 800 m, bronze in the 5000 m, and another bronze in the marathon. She was also a member of the 2008 USA Paralympic team in Beijing.
Professionally she remains dedicated to promoting issues of disability rights and empowerment for individuals with disabilities in resource-poor regions. She traveled to Ethiopia and Angola with professional American football player Ray Lewis to promote and enhance disability rights through the development of amputee soccer programs.
Blauwet was named a member of the 2002 USA Today All-USA Academic Team.",60
Scot Hollonbeck,987846,"Scot Hollonbeck (born 1969) is an American wheelchair racer, who competed at the Olympic and Paralympic level. At the 1996 Olympic Games, he placed second in the 1500m wheelchair racing event. 2000 Summer Olympic Games, he placed sixth in the 1500m wheelchair racing event. At the 2004 Olympic Games, he finished 4th in the 1500m wheelchair racing event. Men's 1500m wheelchair. At the 1992 Olympic Games, he finished 5th in the 1500m wheelchair racing event. Men's 1500m wheelchairHe competed in four consecutive Summer Olympic finals, winning one silver medal and Summer Paralympics from 1992 to 2004, winning a total of two gold and three silver medals.
Hollonbeck became a paraplegic at age 14 after being hit by a van while bicycling to swim practice. Only days after the accident, while still in the hospital, he watched a wheelchair race on television where Sharon Hedrick broke the world record in the 800 meters. Having been a competitive runner he immediately became interested in the sport and attended a camp for disabled athletes at the University of Illinois the next summer.
While attending Rochelle Township High School in Rochelle, Illinois, he was a member of the school's track and field team. As a sophomore, he was allowed to race in a wheelchair division. As the only wheeler he often raced in mixed heats with runners, the wheeler and runner heats were scored separately. For his last two years of high school, however, the school barred him from competing in mixed heats with runners because of safety issues. Despite the fact that Scot trained every day with the runner in mixed practices, he was deemed ""unsafe"" during competition. In 1987 Hollonbeck filed the a lawsuit against the school system. This was the first case in the country concerning the right for disabled students to compete on their school teams. In late 1988, after he had graduated from the school, a federal judge ruled that school officials had violated his civil rights, as provided for in the Rehabilitation Act of 1973, by not allowing him to argue his case. The judge did not rule on whether high school wheelchair athletes should be able to compete alongside or against their able-bodied peers.
Hollonbeck received an athletic scholarship to the University of Illinois and was a member of the school's wheelchair basketball and track and field teams.  He later moved to Atlanta, Georgia to work for The Coca-Cola Company in the Worldwide Sports Department. He continues to be a disabled sports policy expert and access advocate.",78
Shirley Reilly,35806838,"Shirley Reilly (born May 29, 1985) is an American wheelchair racer who competes in track races and the marathon distance in the T53/T54 categories. She has represented the United States at the Summer Paralympics in 2004 and 2008. She was the winner of the 2012 Boston Marathon race.",15
Connie Hansen,19408437,"Connie Hansen (born 29 May 1964) is a noted Danish Paralympian. She competed in athletics at the Summer Paralympics three times, in 1984, 1988 and 1992, and won a total of nine gold medals, four silvers, and one bronze. She was inducted to the Paralympic Hall of Fame in 2008.
In the years 1988-94 she was often ranked highly on the ""Athlete of the Year"" list, the leading Danish television and sports newspaper ranking list, and served as one of the ""key actors"" in the 1992 Barcelona Paralympics’ movie, ""Into the Light"".
Honours/Awards: 1992 ""Female athlete of the Year"" by Danish National Olympic Organizations. 1992 ""Athlete of the year"" by the Danish Sports Organisation for Disabled. 1992 ""Athlete of the Year, Runner Up – 2. place"" voted by the biggest Danish newspaper 1988 ""Female Athlete of the Year"" by Danish Television. 1988 ""Sports Award"" of Ministry of Culture.
In 1991, she started a company designing and producing RaceRunners and other gait devices. Though her and many others' efforts, the sport RaceRunning has developed to be one of the fastest growing parasports, and an amazing physically and mentally challenging sport for a wide group of the most challenged athletes. A signal to IPC about the importance of standing up for their roots and values of Para Sport. Today, RaceRunning is seen as a discipline within Paraathletics and stands close to be included on the Paralympic program.
The company BY CONNIEHANSEN still owned and run by Connie Hansen personal is engaging them selves with rehabilitation centers, dealers and sports/disability organizations in many countries worldwide to strengthen the sport RaceRunning and encourage an active &amp; inclusive lifestyle.",5
Rick Hansen,645429,"Richard Marvin ""Rick"" Hansen,  (born 26 August 1957) is a Canadian Paralympian, activist, and philanthropist for people with disabilities. Following a pickup truck accident at the age of 15, Hansen sustained a spinal cord injury and became a paraplegic. Hansen is most famous for his Man in Motion World Tour. He was inducted into the Canada's Sports Hall of Fame in 2006. He was one of the final torchbearers in the 1988 Winter Olympics and the 2010 Winter Olympics. He was profiled and spoke during the 2010 Winter Paralympics Opening Ceremony.
",71
Sharon Hedrick,39130277,"Sharon Hedrick (born April 26, 1956) is an American former paralympic swimmer, wheelchair racer and wheelchair basketballer.
Hedrick was born in Horsham, Pennsylvania. At the age of 9, she was accidentally shot by a 12-year-old boy playing with a loaded gun. This left her paralyzed from the waist down.
Hedrick is the only US athlete to have won gold in both the Olympic and Paralympic Games.
Eight-time Boston Marathon winner and Paralympic athlete, Jean Driscoll, cites Hedrick as one of her sporting inspirations.",71
Randy Snow,801988,"Randy Snow (24 May 1959 – 19 November 2009) was the first Paralympian to be inducted into the U.S. Olympic Hall of Fame. A native of Terrell, Texas, Snow was a state-ranked tennis player as a teenager, but at the age of 16, his spine was crushed by a 1000-pound bale of hay, leaving him paralyzed from the waist down. After graduating, he enrolled in the University of Texas at Austin in 1977, where he indulged in the fraternity party life, until forming a wheelchair basketball team under the direction of Jim Hayes, the University of Texas at Arlington wheelchair sports director. Soon afterwards, he began wheelchair racing, and in 1980 transferred to Arlington in order to work with Hayes, eventually establishing himself as the best wheelchair tennis player in the United States.
In 1984, the Summer Olympics added a men's 1500 meter wheelchair race as an exhibition event. Snow went into heavy training, relocating to Houston, Texas, to train on the same track as Carl Lewis. This was the first Paralympic event to appear before a large audience, and the public were unsure of their feelings for wheelchair-using athletes. Snow received a silver medal, and the crowd gave the athletes a standing ovation at the end of the exhibition.
Snow went on to win gold medals in the 1992 Summer Paralympics in Barcelona for singles and doubles tennis, and at the 1996 Atlanta Games was a member of the bronze medal-winning wheelchair basketball team. He also competed in men's wheelchair tennis singles at the 2000 Summer Paralympics but lost in the third round to eventual gold medalist David Hall of Australia.
He was inducted into the United States Olympic Hall of Fame on July 1, 2004.
Randy Snow died November 19, 2009 in El Salvador while volunteering at a wheelchair tennis camp. He was posthumously inducted into the International Tennis Hall of Fame in Newport, Rhode Island, on July 14, 2012.",55
Peter Trotter,32836553,"Peter Thomas Trotter (22 May 1956 – 21 October 2014) was an Australian Paralympic wheelchair racer.
Trotter lost the use of his legs at the age of 12 following complications from a spinal aneurysm.Trotter became a paraplegic when he dived into the Ulladulla sea pool and suffered a spinal aneurysm.",65
Paul van Winkel,42737789,"Paul van Winkel (born 1953 or 1954) is a Belgian former wheelchair racer and multiple Paralympic gold medallist.
He is Belgium's most successful athlete at the Summer Paralympics, having won seven gold medals in athletics between 1980 and 1988. In his first Paralympics in 1980, he was a gold medallist in the 4 × 100 m relay (category 2–5) and the category 3 slalom. Two further golds followed in 1984, this time in the 400 m 1500 m. He was also the silver medallist in the 100 m and 200 m sprint events, as well as taking a bronze in the category 3 slalom. Van Winkel medalled in all the events he entered in 1988: he was first in the 400 m, 800 m and 5000 m wheelchair races, and was the runner-up in the 200 m and the 1500 m. In his fourth and final Paralympic Games in 1992, he came close to further medals with a fourth place in the 800 m and fifth in the 200 m. He did not make the 400 m final and failed to finish in the 5000 m, making his last appearance one without medals.
He twice medalled in the demonstration wheelchair race at the Olympics, winning the inaugural event in 1984 and coming runner-up four years later. He has also competed outside of Olympic competition and took three consecutive victories at Grandma's Marathon in two separate streaks. He encouraged fellow marathon racer Marcelo Ordaz-Cruz to enter the sport, after Ordaz-Cruz became paralysed due to a gunshot wound. Van Winkel now lives in Minnesota.",54
Farid Amarouche,22860832,"Farid Amarouche is a French wheelchair athlete. He won the 1991 London Marathon men's wheelchair race in a close finish, setting a new course record of 1:52:52 and beating previous and future winners Hakan Ericsson, Daniel Wesley, and David Holding in the process. He also took part in the 1988 and 1992 Summer Paralympics, winning three gold and three silver medals in the earlier year.",99
Mustapha Badid,33278556,"Mustapha Badid (born 1964) is a paralympic track and field athlete from France competing mainly in category T53 wheelchair racing events.
Mustapha competed in four Paralympics, winning eight medals six of which were gold. His first experience in the Paralympics was in 1984 when he competed in the 100m, 400m and shot putt and won a gold medal in the A1-3 800m. The 1988 Summer Paralympics would prove to be his best games winning gold in the 200m, 1500m, 5000m and Marathon and winning the silver in the 100m just 0.12 seconds behind Canada's Daniel Westley. After a performance like that it was going to be difficult to match it in the 1992 but the 1992 were a complete disaster as Mustapha missed out on the medals in all his events 100m, 200m,800m and marathon. He did get back to medal winning ways in his final games in 1996 winning a gold in the 4 × 400 m and a bronze in the 800m as well as competing in the 100m, 400m and marathon.",78
Ann Cody,55270024,"Ann Cody-Morris (born May 14, 1963) is a former American Paralympic multi-medallist in athletics and a member of the International Paralympic Committee.",13
Robert Figl,987829,"Robert Figl (born 1 June 1967 in Karlsruhe) is a German wheelchair racer, who competes at the Olympic level. At the 2004 Olympic Games, he finished first in the demonstration sport of Men's 1500m wheelchair. However, he did not qualify for the final of the same event at the 2004 Paralympics, after getting involved in a collision in the semifinal. He also participated in the Paralympic Games, competing in five consecutive Summer Paralympics from 1988 to 2004 and winning a total of five gold, one silver, and six bronze medals. At the 2000 Summer Paralympics, he won two bronze medals in the 1500 metres and 4×400 metre relay.",70
Connie Hansen,19408437,"Connie Hansen (born 29 May 1964) is a noted Danish Paralympian. She competed in athletics at the Summer Paralympics three times, in 1984, 1988 and 1992, and won a total of nine gold medals, four silvers, and one bronze. She was inducted to the Paralympic Hall of Fame in 2008.
In the years 1988-94 she was often ranked highly on the ""Athlete of the Year"" list, the leading Danish television and sports newspaper ranking list, and served as one of the ""key actors"" in the 1992 Barcelona Paralympics’ movie, ""Into the Light"".
Honours/Awards: 1992 ""Female athlete of the Year"" by Danish National Olympic Organizations. 1992 ""Athlete of the year"" by the Danish Sports Organisation for Disabled. 1992 ""Athlete of the Year, Runner Up – 2. place"" voted by the biggest Danish newspaper 1988 ""Female Athlete of the Year"" by Danish Television. 1988 ""Sports Award"" of Ministry of Culture.
In 1991, she started a company designing and producing RaceRunners and other gait devices. Though her and many others' efforts, the sport RaceRunning has developed to be one of the fastest growing parasports, and an amazing physically and mentally challenging sport for a wide group of the most challenged athletes. A signal to IPC about the importance of standing up for their roots and values of Para Sport. Today, RaceRunning is seen as a discipline within Paraathletics and stands close to be included on the Paralympic program.
The company BY CONNIEHANSEN still owned and run by Connie Hansen personal is engaging them selves with rehabilitation centers, dealers and sports/disability organizations in many countries worldwide to strengthen the sport RaceRunning and encourage an active &amp; inclusive lifestyle.",79
Sharon Hedrick,39130277,"Sharon Hedrick (born April 26, 1956) is an American former paralympic swimmer, wheelchair racer and wheelchair basketballer.
Hedrick was born in Horsham, Pennsylvania. At the age of 9, she was accidentally shot by a 12-year-old boy playing with a loaded gun. This left her paralyzed from the waist down.
Hedrick is the only US athlete to have won gold in both the Olympic and Paralympic Games.
Eight-time Boston Marathon winner and Paralympic athlete, Jean Driscoll, cites Hedrick as one of her sporting inspirations.",52
Paul van Winkel,42737789,"Paul van Winkel (born 1953 or 1954) is a Belgian former wheelchair racer and multiple Paralympic gold medallist.
He is Belgium's most successful athlete at the Summer Paralympics, having won seven gold medals in athletics between 1980 and 1988. In his first Paralympics in 1980, he was a gold medallist in the 4 × 100 m relay (category 2–5) and the category 3 slalom. Two further golds followed in 1984, this time in the 400 m 1500 m. He was also the silver medallist in the 100 m and 200 m sprint events, as well as taking a bronze in the category 3 slalom. Van Winkel medalled in all the events he entered in 1988: he was first in the 400 m, 800 m and 5000 m wheelchair races, and was the runner-up in the 200 m and the 1500 m. In his fourth and final Paralympic Games in 1992, he came close to further medals with a fourth place in the 800 m and fifth in the 200 m. He did not make the 400 m final and failed to finish in the 5000 m, making his last appearance one without medals.
He twice medalled in the demonstration wheelchair race at the Olympics, winning the inaugural event in 1984 and coming runner-up four years later. He has also competed outside of Olympic competition and took three consecutive victories at Grandma's Marathon in two separate streaks. He encouraged fellow marathon racer Marcelo Ordaz-Cruz to enter the sport, after Ordaz-Cruz became paralysed due to a gunshot wound. Van Winkel now lives in Minnesota.",62
Jeff Adams,4182467,"Jeff Adams (born November 15, 1970 in Mississauga, Ontario) is a Canadian Paralympian and a six-time world champion in wheelchair sports.
",99
Jean Driscoll,19768661,"Jean Driscoll (born November 18, 1966) is an American wheelchair racer. She won the women's wheelchair division of the Boston Marathon eight times, more than any other female athlete in any division. Her wins in Boston included seven consecutive first-place finishes from 1990 to 1996. Driscoll participated in four Summer Paralympic Games, winning a total of five gold, three silver, and four bronze medals in events ranging from 200 meters to the marathon.
",55
Tanni Grey-Thompson,950123,"Carys Davina ""Tanni"" Grey-Thompson, Baroness Grey-Thompson, DBE, DL (born 26 July 1969) is a British former wheelchair racer, a parliamentarian and a television presenter.
Grey-Thompson was born with spina bifida and is a wheelchair user. She is one of the most successful disabled athletes in the UK. She graduated from Loughborough University in 1991 with a BA (Hons) degree in Politics and Social Administration.
She was christened Carys Davina Grey, but her sister referred to her as ""tiny"" when she first saw her, pronouncing it ""tanni""; the nickname stuck.
Her autobiography Seize the Day was published by Hodder and Stoughton in 2001.



",64
