title,pageid,context,rating
Cisalpin (train),38584205,"The Cisalpin was an express train that linked Paris-Gare de Lyon in Paris, France, with Milano Centrale in Milan, Italy. Introduced in 1961, it was operated by the SNCF, the Swiss Federal Railways (SBB-CFF-FFS) and the Italian State Railways (FS).
The train's name literally means this side of the Alps; It is the Roman name for the Po Valley which is seen from Rome the plain on foot of the Roman side of the Alps.
After January 1984, the Cisalpin operated as two separate trains, with timed connections in Lausanne, no longer running as a through train between France and Italy. It was discontinued in 2003.
",38
Colosseum (train),38905098,"The Colosseum was an express train initially linking Rome and Milan, later Frankfurt am Main. The train was named after the Amphitheatrum Flavium, renowned as the Colosseum.",34
Cycnus (train),38897549,"The Cycnus was an express train operated by Ferrovie dello Stato, linking Milan with Ventimiglia, Italy. Cycnus literally means swan, but more likely the name refers to the mythological King of Liguria, the region the train served.
",73
Diamant (train),38718726,"The Diamant was an express train operated by the Deutsche Bundesbahn (DB), using different routes over the years. The name Diamant, Flemish for diamond, refers to the city of Antwerp, which is the European centre of diamond trade and has a diamond district. The initial service started in 1962 as a first-class-only FernTriebwagen linking the West-German capital Bonn with Antwerp, using a class DB Class VT 08 diesel multiple unit (DMU).",4
Edelweiss (train),38596022,"The Edelweiss was an international express train. For most of its existence, it linked the Netherlands with Switzerland, via Belgium, Luxembourg and France. Introduced in 1928, it was named after a mountain flower, the Edelweiss (Leontopodium alpinum), which is associated with alpinism and the Alps, and regarded as a symbol of Switzerland.
From its introduction until it was suspended in 1939 upon the outbreak of World War II, the Edelweiss was a luxury train operated by the Compagnie Internationale des Wagons-Lits (CIWL), and ran between Amsterdam CS in Amsterdam, the Netherlands, and Luzern station in Lucerne, Switzerland.
After the war, the Edelweiss was revived, initially as an ordinary express train between Brussels, Belgium, and Basel SBB in Basel, Switzerland. In 1957, it became one of the first of the first-class-only Trans Europ Express (TEE) trains, with its southern terminus moved from Basel further southeast, to Zürich HB in Zurich, Switzerland.
In 1974, the northern terminus of the Edelweiss was moved south, from Amsterdam to Brussels. On 27 May 1979, the Edelweiss was reclassified as a two-class express, and on 6 April 1980 the train's Basel–Zurich section was dropped. On 1 June 1997, the route was re-extended from Basel to Zurich, but the Edelweiss was discontinued on 29 May 1999, replaced by the Jean Monnet, which ran on the former train's schedule between Brussels and Strasbourg only, not south of Strasbourg.",40
Erasmus (train),38830590,"The Erasmus was an express train that linked The Hague, the Dutch seat of Government, with Munich in Germany. The train was named after the Dutch Renaissance humanist Desiderius Erasmus.
",99
Faidherbe (train),38779406,"The Faidherbe was an express train that linked Gare du Nord in Paris, France, with Lille in the North of France. The train was named after the Lille born governor of Senegal, General Louis Faidherbe. 
One year before the creating of the TEE-network the French railway SNCF introduced three Trains d'affaires to link Paris with the industrial area in the North near the Belgian border. This trains were scheduled with a morning, midday and evening service in both directions. Initially the service was operated with RGP 600 DMUs. In 1959 these were replaced by locomotive hauled trains consisting of Corail coaches. Although domestic TEE-services were allowed from 1965 the Trains d'affaires were not upgraded until 1978. Together with the upgrading to TEE the trains were named. The morning service pair was named Faidherbe, departing 7:01 from Lille and 7:30 from Paris.",25
Friedrich Schiller (train),38834543,"The Friedrich Schiller was an express train in Germany, initially linking Düsseldorf and Stuttgart. The train was named after the philosopher and playwright Friedrich Schiller.
In 1971, the Deutsche Bundesbahn started an inner German network of first-class-only InterCity services modeled after the TEE criteria, but more frequent than the TEE, one train per hour instead of one train a day. At 1 October 1972, the Friedrich Schiller was added to this network, initially linking Stuttgart and Düsseldorf. The route was extended northward to Dortmund on 1 June 1975. During the 1970s, the introduction of second-class coaches in the Intercities was proposed and tested on some routes, resulting in the IC79 project. One of these ""second-class tests"" was carried out with the Friedrich Schiller in the summer of 1977. The route was extended farther north to Hamburg in the summer of 1978. The IC79 project was implemented at 28 May 1979 but the Friedrich Schiller was converted to a first-class-only train and classed as TEE to distinguish it from the two class InterCity. After three years as TEE, the TEE Friedrich Schiller was withdrawn and replaced by other Intercities.",24
Gambrinus (train),38887570,"The Gambrinus was an express train in Germany, initially linking Munich and Kiel. The train was named after the God of Beer Gambrinus.
",13
Gayant (train),38779394,"
The Gayant was an express train that linked Gare du Nord in Paris, France, with Tourcoing in the department of Nord, also in France. The train was named after Gayant, the processional giant of Douai, France.
One year before the creation of the TEE-network the French railway SNCF introduced three Trains d'affaires to link Paris with the industrial area of Nord, near the Belgian border. These trains were scheduled as a morning, midday and evening service in both directions. Initially the services were operated with RGP 600 DMUs. In 1959 these were replaced by locomotive hauled trains consisting of Corail coaches. Although domestic TEE-services were allowed from 1965, the Trains d'affaires were not upgraded to TEEs until 1978. Together with the upgrading to TEE the trains were named. The midday service pair was named Gayant.",63
Goethe (train),38594811,"The Goethe was an express train that, for most of its existence, linked Paris-Est in Paris, France, with Frankfurt Hbf in Frankfurt, Germany. Introduced in 1970, it was operated by the SNCF and the Deutsche Bundesbahn / Deutsche Bahn (DB).
The train was named after the German author and philosopher Johann Wolfgang von Goethe, who lived in Frankfurt.
Initially, the Goethe was a first-class-only Trans Europ Express (TEE). It originally was scheduled to operate westbound in the morning and eastbound in the late afternoon and evening. However, at the start of the summer 1972 timetable period, on 28 May, the schedule was reversed, with the TEE Goethe now scheduled to leave Paris at 8:00 and Frankfurt at 16:15. On 31 May 1975, it was discontinued, replaced by an unnamed two-class express train running on a similar schedule over the same route.
On 27 May 1979, the name Goethe was revived for a different route, between Dortmund Hbf, Germany, and Frankfurt Hbf, again as a TEE. This second TEE Goethe was discontinued on 29 May 1983, reclassified as IC Goethe, a two-class InterCity train. The Goethe name continued in use for this route through 1 June 1985.
During the same period, from 1975, the Paris–Frankfurt express/Schnellzug running on approximately the former Goethe schedule had continued to operate, without name, and was reclassified as an InterCity (IC 156/157) in June 1984. Subsequently, on 2 June 1985, the name Goethe was restored to that train and itinerary. On 31 May 1987, it was included in the then-new EuroCity (EC) network (with train nos. EC 56/57) and from 1997 to 1999 it was extended to Prague It was replaced in June 2007 by an ICE3 service, unnamed and initially requiring a change of train in Saarbrücken.
When this train was created as TEE, this train was composed only by SNCF material, the Mistral 56 coaches, a SNCF dining car with own electricity with integrated generating set, and Mistral 56 coaches where electricity powered with a red generating van, with powerful generating set( 600 V 3 phase ) source: les Trans Europ Express, Maurice Mertens.
",59
Gottardo (train),38624700,"The Gottardo was an express train that, for most of its existence, linked Zurich, Switzerland, with Milan, Italy. Introduced in 1961, it was a first-class-only Trans Europ Express (TEE) until 1988, then becoming a EuroCity service and finally a EuroNight service – on a longer route, to Rome – before being discontinued in 2002. The train followed the Gotthard railway and was named for the line, using the Italian spelling for it, Ferrovia del Gottardo.",9
Heinrich Heine (train),38890912,"The Heinrich Heine was an express train operated by Deutsche Bundesbahn, initially linking Frankfurt am Main and Dortmund. The train was named after the German poet and journalist Heinrich Heine.",31
Helvetia (train),38593895,"The Helvetia was an express train that, for most of its existence, linked Hamburg-Altona station in Hamburg, Germany, with Zürich HB in Zurich, Switzerland. Introduced in 1952, it was operated by the Deutsche Bundesbahn / Deutsche Bahn (DB) and the Swiss Federal Railways (SBB-CFF-FFS). The train's name, Helvetia, is the Latin word for ""Switzerland"".
Initially, the Helvetia was a Schnellzug (D), later a Fernschnellzug (F - although actually diesel multiple units were used on this service). In 1957, it became a first-class-only Trans Europ Express (TEE). On 27 May 1979, it was reclassified as a two-class Intercity (IC), and on 31 May 1987, it was included in the then-new EuroCity (EC) network. Following a brief hiatus in 1991–1992, it was reintroduced as an Intercity-Express (ICE). It ceased to be a named train at the end of 2002.
On 12 August 1965, the Helvetia was involved in a serious collision in Lampertheim, Hesse, in which the train formation (consist) was severely damaged, and four people lost their lives.
",2
Iris (train),38593466,"The Iris is an express train that links Brussels Midi/Zuid in Brussels, Belgium, with Chur station in Chur, Switzerland.
Introduced in 1974, the train is operated by the National Railway Company of Belgium (NMBS/SNCB), the Chemins de Fer Luxembourgeois (CFL), the French National Railway Corporation (SNCF) and the Swiss Federal Railways (SBB-CFF-FFS). It is named after a flower, the Yellow Iris (Iris pseudacorus), which was widespread in the Zenne/Senne valley, where Brussels is located.
Initially, the Iris was a first-class-only Trans Europ Express (TEE). In 1981, it became a two-class InterCity (IC), and on 31 May 1987, it was included in the then-new EuroCity (EC) network. As of 2015, the Iris was one of two EuroCity train-pairs running daily between Brussels and Switzerland; the other was the Vauban.",51
Jules Verne (train),38758630,"The Jules Verne was an express train that linked Paris and Nantes in France. Operated by the Société Nationale des Chemins de fer français (SNCF), it was the last new Trans Europ Express (TEE) to be introduced, in 1980.
The train was named after the French author Jules Verne, who was born in Nantes. It was replaced by a TGV in 1989.
",29
Lemano (train),38742071,"The Lemano was an international express train linking Milan with Geneva. The train is named after Lake Geneva (Lago Lemano in Italian), the north shore of which was followed by the train over the lake's entire length. Introduced in 1958, it was a first-class-only Trans Europ Express service until 1982, and thereafter a two-class express train.",62
Ligure (train),38719542,The Ligure was an international express train operated by the Italian Railways linking Milan with the Côte d'Azur. The train was named after the Italian region Liguria which was served by the train.,84
Lufthansa Airport Express,38849289,"The Lufthansa Airport Express was an express train service in Germany, initially linking Düsseldorf and Frankfurt am Main Flughafen (Frankfurt Airport), and later Stuttgart too. The trains were operated by Deutsche Bundesbahn (German Federal Railway, or DB) on behalf of the German airline Lufthansa, and with the airline providing the on-board customer service staff, and its use was limited to Lufthansa customers taking airplane flights into or out of Frankfurt or Düsseldorf airports.",87
Le Lyonnais (train),38751207,"Le Lyonnais, or the Lyonnais, was an express train that linked Paris and Lyon in France. Introduced in 1968, it was operated by the Société Nationale des Chemins de fer français (SNCF). The train is named after the geographical area known as the Lyonnais, a historical (former) French province, whose name came from the city of Lyon.
Initially, Le Lyonnais was a Rapide. From 1969 to 1976, it was a first-class-only Trans Europ Express (TEE). It was then downgraded back to a Rapide until 1981, when it was replaced by a TGV.
",57
Mediolanum (train),38625340,"The word Mediolanum has been used to name three distinct international express trains that have run to and from Milano Centrale in Milan, Italy since 1957. The focus of these trains on the city now known as Milan reflects the fact that Mediolanum is the Latin word for ancient Milan.",97
Memling (train),38773009,"The Memling was an express train that linked Gare du Nord in Paris, France, with Brussel Zuid in Brussels, Belgium. The train was named after Belgian painter Hans Memling.
",34
Merkur (train),38728761,"The Merkur was an international express train linking Copenhagen, the Danish capital, with Germany. The train was named after the Roman God Mercury, the God of traders and travellers.



",31
Le Mistral (train),38603186,"Le Mistral, or the Mistral, was an express train between Paris and Nice in France. Introduced in 1950, it was operated by the Société Nationale des Chemins de fer français (""French National Railway Corporation"") (SNCF), and was regarded as the company's flagship train.
The train was named after the Mistral, a strong, cold and usually dry regional wind blowing from north or northwestern France to the coast of the Mediterranean around the Camargue region.
",65
Mont Cenis (train),38760714,"The Mont Cenis was an international express train linking Lyon in France with Milan in Italy. The train was named after the mountain range through which it crossed, inside the Fréjus Rail Tunnel (Mont Cenis tunnel in French) on the French-Italian border.
",21
L'Oiseau Bleu (train),38753879,"L'Oiseau Bleu (or the Oiseau Bleu) was an international express train linking Antwerp with Paris. The train was named after the play L'Oiseau Bleu as a tribute to its author, the Belgian Nobel prize laureate Maurice Maeterlinck.



",55
Parsifal (train),38824705,The Parsifal was an express train that linked Paris with Dortmund in Germany and later Cologne. The train was named after Wagner's opera inspired by the legendary knight Percival.,92
Prinz Eugen (train),38613713,"The Prinz Eugen was an express train that linked northern Germany with Wien Westbf in Vienna, Austria. Introduced in 1971, it was operated by the Deutsche Bundesbahn / Deutsche Bahn (DB) and the Austrian Federal Railways (ÖBB).
The train was named after Prince Eugene of Savoy, who was one of the most successful military commanders in modern European history, rising to the highest offices of state at the Imperial court in Vienna.",40
Rembrandt (train),38812209,"The Rembrandt was an express train that linked Amsterdam in the Netherlands, with Munich in Germany and later Chur in Switzerland. The train was named after the renowned Dutch painter Rembrandt. For its first 16 years it was a first-class-only Trans Europ Express, becoming a two-class InterCity in 1983 and finally a EuroCity in 1987.",22
Rheingold (train),176322,"The Rheingold (Rhinegold) was a famous train that operated between Hoek van Holland, near Rotterdam, and Geneva, Switzerland (or Basel before 1965), a distance of 1,067 kilometres (663 mi), until 1987. Another section of the train started in Amsterdam and was coupled to the Hoek cars in Utrecht. The Rheingold ran along the Rhine River via Arnhem, Netherlands, and Cologne, Germany, using special luxury coaches. It was named after Richard Wagner's Das Rheingold opera, which romanticized the Rhine. From 1965 until the train's discontinuation in 1987, the Rheingold was a first-class-only Trans Europ Express train.



",67
Rheinpfeil (train),38604175,"The word Rheinpfeil was used to name a number of express trains that ran in Germany between the 1950s and 1991. For much of that period, a train carrying the name Rheinpfeil also linked Germany with at least one neighbouring country.
Rheinpfeil is a German word meaning ""Rhine arrow"", and alludes to the Rhine valley, which always formed part of the route of the train carrying that name.
During its time as a Trans Europe Express (TEE), the Rheinpfeil's formation (consist) included a ""vista-dome car"", a rarity on European railways. Seating in the dome car was unreserved.As Eurocity,nr 8/9,conveyed two through DB 2 clas carriages Hannover-Koln-Basel-Bern-Lotschberg Bergstrecke-Brig-Milano Porta Garibaldi-Florence-Rome,in summer 1990/1991,conveyed in EXP 324/5 Rome-Milan-Brig-Basel",82
Le Rhodanien (train),38761704,"Le Rhodanien, or the Rhodanien, was an express train with its southern terminus in Marseilles, France. Operated by the Société Nationale des Chemins de fer français (SNCF), it was named using the French language adjective derived from the Rhone river; the name alludes, amongst other things, to the river, its valley, and the dialect of the Franco-Provençal language that is spoken there.
The train had two distinct eras. Between 1964 and 1971, it was an international Rapide linking Geneva, Switzerland with Marseilles. In 1971, the train's route and classification were radically altered, and Le Rhodanien became a first-class-only domestic Trans Europ Express (TEE) running between Paris and Marseilles. It was discontinued in 1978.",18
Roland (train),38614403,"The Roland was an express train that ran in Germany. For part of its existence, it was also an international train. Introduced in 1939, suspended during World War II, and reintroduced in 1952, it was operated in Germany by the Deutsche Reichsbahn Gesellschaft (DRG), the Deutsche Bundesbahn (DB) and the Deutsche Bahn (DB), respectively.
When running internationally, the train was also operated by the Swiss Federal Railways (SBB-CFF-FFS); between 1969 and 1979 its operators included the Italian State Railways (FS).
The train was named after the statue of Roland that was erected in the market square (Rathausplatz) of Bremen, Germany, in 1404 and has since become a symbol of that city. The Roland depicted in the statue was a Frankish military leader under Charlemagne.
Over the years, the termini, route, classification and formation (consist) of the Roland varied significantly. However, in view of the train's name the route always included Bremen Hbf, in Bremen. When introduced in 1939, the Roland was a Fernschnellzug (FD). After its post-war revival in 1952, it ran as a Schnellzug (D). After about 1956, it was a first-class-only F-Zug.
On 1 June 1969, the Roland was upgraded in status to a Trans Europ Express (TEE), running Bremen – Frankfurt – Milan. On 27 May 1979, its route was changed to Bremen – Frankfurt – Stuttgart, and its service was reduced to weekdays-only. This second version of the TEE Roland operated for only one year, last running on 30 May 1980. Its operation was suspended at the start of the summer timetable period, on 1 June, and it was due to resume the following winter and be a winter-only service, but that did not happen. However, after only a one-year hiatus, the Roland returned to the rails in 1981 as a two-class InterCity (IC), initially running Bremen – Basel, shifting in late 1985 to a Hamburg – Cologne – Frankfurt route. It was discontinued in 1998.",47
Rubens (train),38773339,"The Rubens was an express train that linked Gare du Nord in Paris, France, with Bruxelles-Midi / Brussel-Zuid in Brussels, Belgium. The train was named after Belgian painter Peter Paul Rubens.",86
Saphir (train),38718761,"The Saphir was an express train operated by the Deutsche Bundesbahn linking the port of Ostend with Dortmund as part of a link between London and the Ruhr. The name Saphir, German for sapphire, refers to the Belgian gemstone industry.
",61
SBB-CFF-FFS RAm TEE I and NS DE4,49247599,"The SBB-CFF-FFS RAm TEE I and NS DE4 were a class of five 4-car diesel-electric trainsets ordered for Trans Europe Express (TEE) service. Two were ordered by the Swiss Federal Railways (SBB-CFF-FFS) and three by Nederlandse Spoorwegen (NS)



",31
Settebello (train),38613548,"The Settebello was a famous Italian high-speed express train that linked Milano Centrale in Milan with Roma Termini station in Rome, via Bologna and Florence. Introduced in 1953, it was operated by the Italian State Railways (FS) and used the distinctive ETR 300-type electric multiple unit trainsets, featuring observation lounges at the front and rear of the train. When introduced, it ""set a standard of speed and luxurious travelling accommodation previously unknown in Italy [and] rivalling anything else on European rails."" It was a Trans Europ Express (TEE) from 1974 until its withdrawal, in 1984.
",34
Stanislas (train),38636546,"Stanislas was an express train that linked Paris and Strasbourg in France. Introduced in 1971, it was operated by the Société Nationale des Chemins de fer français (SNCF).
The train was named after Stanisław I Leszczyński (French: Stanislas Leszczynski), King of Poland, Duke of Lorraine and a count of the Holy Roman Empire. It was a first-class-only Trans Europ Express (TEE) until 1982, and then a two-class Rapide until its discontinuance in about 1988.",6
Ticino (train),38782311,"The Ticino was an express train that linked Milan in Italy, with Zürich, Switzerland and for some years even to Munich, Germany. The train was named after the Canton of Ticino in the south of Switzerland. Introduced in 1961, it was a first-class-only Trans Europ Express (TEE) service until 1974. Later, it was a EuroCity service.
",77
Van Beethoven (train),38898544,"The Van Beethoven was an international train linking the Dutch capital Amsterdam and the West German capital Bonn. The train was named after the Bonn-born composer Ludwig van Beethoven.
The Van Beethoven was the successor of the TEE Rhein–Main on the same route and schedule. The route of the Rhein–Main was shortened to Amsterdam - Bonn in the autumn of 1971, thus ending the relation with the Main eventually resulting in renaming the TEE to Van Beethoven. Travellers wanting to go to Frankfurt am Main in the evening could proceed from Bonn using the TEE Saphir arriving in Frankfurt eight minutes later than the former Rhein-Main. On request of German members of parliament the route was extended to Nürnberg in 1976, resulting in an arrival around 1:30 a.m. In 1978 the Deutsche Bundesbahn decided to reinstate the Amsterdam Frankfurt service with timed connections to Nürnberg arriving at a decent time (23:58). On 26 May 1979 the Van Beethoven was converted in a two-class InterCity. The Van Beethoven was continued as international service until 1983 and afterwards served several different routes in Germany until the end of 2002.",65
Vesuvio (train),38889177,"The Vesuvio was an express train in Italy, linking Milan and Naples. The train was named after Mount Vesuvius the volcano near Naples.",9
Watteau (train),38779385,"The Watteau was an express train that linked Gare du Nord in Paris, France, with Tourcoing in the North of France. The train was named after the French painter Antoine Watteau. 
One year before the creating of the TEE-network the French railway SNCF introduced three Trains d'affaires to link Paris with the industrial area in the North near the Belgian border. This trains were scheduled with a morning, midday and evening service in both directions. Initially the service was operated with RGP 600 DMUs. In 1959 these were replaced by locomotive hauled trains consisting of Corail coaches. Although domestic TEE-services were allowed from 1965 the Trains d'affaires were not upgraded until 1978. Together with the upgrading to TEE the trains were named. The evening service pair was named Watteau. In 1991 the service between Tourcoing and Paris was converted to a two-class Rapide. The Watteau revived in the Paris- Brussels service on 23 May 1993 for two years. On 26 May 1995 the Watteau was the very last TEE service ever.",87
Bathurst Bullet,43254234,The Bathurst Bullet is a passenger train operated by NSW TrainLink between Sydney and Bathurst.,76
Caves Express,19435014,The Caves Express was an Australian special passenger rail service that operated between 1929 and 1942 on the Blue Mountains Line in New South Wales. The name was derived from the nearby Jenolan Caves.,88
Central West Express,38642177,The Central West Express is an Australian passenger train operating on the Main Western line in New South Wales from Sydney to Dubbo.,20
Cooma Mail,38624747,The Cooma Mail was an Australian passenger train that operated from May 1889 until May 1986 between Sydney and Cooma.,21
Far West Express,38633226,"The Far West Express was an Australian passenger train operated by the New South Wales Government Railways from December 1957 until September 1975 from Dubbo to Bourke, Cobar and Coonamble.
It connected at Dubbo in the morning with the overnight Western Mail from Sydney, returning in the afternoon to connect with the return Mail in the evening. The train was formed of an air-conditioned DEB set with a van off the train from Sydney attached to the rear. It operated to Bourke thrice weekly, Cobar once weekly and Coonamble twice weekly.
It ceased in September 1975 when the Public Transport Commission introduced a fleet of six Denning road coaches to operate the services radiating from Dubbo.",16
Gold Coast Motorail,38680100,"The Gold Coast Motorail was an Australian passenger train operated by the Public Transport Commission from March 1973 until February 1990.
It operated from Sydney via the North Coast line to Murwillumbah. It was formed of air-conditioned HUB/RUB sitting carriages along with stainess steel sleepers as well as having a motorail facility. Its headcode was NL3/NL4.
In May 1987, it was renamed the Pacific Coast Motorail. In February 1990 it was replaced by an unnamed XPT service.",26
Grafton Express,38683198,"The Grafton Express is an Australian passenger train operated by NSW TrainLink between Sydney and Grafton via the North Coast line.
In February 1990 the long-standing Holiday Coast XPT was axed as part of a restructure of CountryLink services. With the other XPT services struggling to keep up with weekend demand, in June 1990 a service to Grafton was reinstated. It ran on Fridays only to Grafton and Sundays only to Sydney but during school holidays ran daily. It was formed of locomotive hauled HUB/RUB stock with the headcode NL35/NL36.
Initially hauled by 86 class electric locomotives south of Broadmeadow, however from March 1992 it was hauled by diesel locomotives throughout usually a 442 class. The locomotive hauled Grafton Express last ran in November 1993.
With the National Party having lost a number of North Coast seats in the 1990 Federal election in a policy reversal it was announced that Xplorer railcars would be purchased to extend the Northern Tablelands Express with an XPT to be released to operate a daily service to Grafton. Thus in November 1993 the Grafton XPT began, a service that continues today.",75
Great White Train,16891261,"The Great White Train was an effort in the 1920s by Sydney-based industrialists to convince Australians to 'Buy Australian Made'.
The train was created by the Australia Made Preference League with the New South Wales government contributing £5000 to the project.
The movie Undercover made about the Berlei company contained a segment on a recreation of the train filmed at Taralga.
",91
Newcastle Flyer,22031981,"The Newcastle Flyer was an Australian passenger express train that operated from November 1929 until April 1988 connecting New South Wales' two largest cities, Sydney and Newcastle.
",78
North Coast Daylight Express,38673138,"The North Coast Daylight Express was an Australian passenger train operated by the New South Wales Government Railways from November 1951 until February 1990.
It operated from Sydney via the North Coast line to Grafton. It commenced operating in November 1951 formed out a four-car DEB set. However mechanical issues with the set saw it replaced by locomotive hauled RUB set from May 1952.
In July 1974, it was briefly truncated to Taree but overcrowding on the connecting 620/720 railcar saw it restored to Grafton in November 1974.
In October 1985, the North Coast Daylight Express was converted to XPT operation and renamed the Holiday Coast XPT. It ceased operating in February 1990.",52
North Coast Mail,38900732,"The North Coast Mail was an Australian passenger train that ran from Sydney via the North Coast line to Grafton until October 1985.
It ran to Murwillumbah until April 1973 when replaced by the Gold Coast Motorail north of Grafton. It was the last New South Wales train to convey a travelling post office, this ceasing in August 1985.",98
North Coast Overnight Express,38680019,"The North Coast Overnight Express was an Australian passenger train operated by the State Rail Authority from July 1982 until November 1988.
It operated from Sydney via the North Coast line to Murwillumbah. It was formed of air-conditioned HUB/RUB stock but despite being a night train, conveyed no sleeping accommodation. It's headcode was NL5/NL6.
In October 1985 it was truncated to Grafton and ceased operating in November 1988.",87
Northern Mail,38663216,"The Northern Mail was an Australian passenger train that ran from Sydney to Armidale, Glen Innes, Tenterfield and Moree from the 1870s until November 1988.
The service ran overnight from Sydney via the Main North line to Werris Creek where the train divided. One portion continued to Moree while the other continued until Armidale. This latter service continued to Glen Innes and Tenterfield on certain nights.
From January 1960, the Sydney to Gosford portion of the trip was hauled by 46 class electric locomotives and from June 1984 this was extended to Broadmeadow following electrification.
The Northern Mail ceased operating in November 1988.",39
Northern Tablelands Express,38671218,The Northern Tablelands Express is an Australian passenger train operated by the New South Wales Government Railways and its successors since June 1941.,83
Outback Xplorer,38703134,The Outback Xplorer is an Australian passenger train operated by NSW TrainLink between Sydney and Broken Hill via the Main Western line.,37
Riverina Express,38173404,"The Riverina Express was a passenger train operated by the New South Wales Government Railways between Sydney, Griffith and Albury from September 1949 until November 1993.
",8
Silver City Comet,14067940,The Silver City Comet was a train service that operated from September 1937 until November 1989 between Parkes and Broken Hill in western New South Wales. It was the first air-conditioned train in the British Empire.,32
South Coast Daylight Express,38174073,The South Coast Daylight Express was a limited stops passenger train operated by the New South Wales Government Railways and its successors between Sydney and Bomaderry from 1933 until January 1991.,47
South Mail,38665065,"The South Mail was an Australian passenger train that ran from Sydney to Albury and Griffith until May 1985.
In June 1984, it was converted to XPT operation with the Griffith portion ceasing. With a lack of sleeping accommodation, patronage dwindled and The South Mail ceased operating in May 1985.",54
Southern Highlands Express,38655427,"The Southern Highlands Express was an Australian passenger train operating on the Main South line in New South Wales from Sydney to Goulburn.
It was the last service out of Sydney rostered to be hauled by steam locomotive, 3801 hauling the final service on 10 October 1969. Its headcode was SL19/SL20.
For a time from June 1981 it was extended to Canberra.
Until June 1970, it was formed of a dedicated set of R set carriages. It was then formed of N set carriages before being replaced by air-conditioned HUB/RUB carriages released from the North Coast Overnight Express in late 1988. In May 1990 it was again extended to Canberra, stopping at all stations south of Campbelltown.
The Southern Highlands Express ceased running in the early 1990s.",75
The Chips (train),42357473,"The Chips is a passenger train that operates over the Blue Mountains between Lithgow and Sydney.
The name has been applied to various Blue Mountains services over the years and today is a commuter service from Lithgow to Sydney operated by V sets.
Following electrification of the Main Western line in 1958, it was operated by U set single-deck electric trains. These in turn were replaced by double-deck V sets.
It is complimented by another service, The Fish.
According to the current timetable, The Fish leaves Lithgow at 5:08am, reaches Mt Victoria at 5:37am and arrives Sydney at 7:47am. The Chips leaves Lithgow at 5:38am, reaches Mt Victoria at 6:07am and arrives Sydney at 8:17am.",29
The Fish (train),42357472,"The Fish is a passenger train that operates over the Blue Mountains between Lithgow and Sydney.
In the 19th century a train from Sydney to Penrith was driven by John Herron, a large man with the nickname of The Big Fish. The name transferred to the train itself and it remains in use today. The name has been applied to various Blue Mountains services over the years and today is a commuter service from Lithgow to Sydney operated by V sets.
Following electrification of the Main Western line in 1958, it was operated by U set single-deck electric trains. These in turn were replaced by double-deck V sets.
It is complemented by another service, The Chips and used to also run with The Summit and The Heron.
According to the current timetable, The Fish leaves Lithgow at 5:08am, reaches Mt Victoria at 5:37am and arrives Sydney at 7:47am. The Chips leaves Lithgow at 5:38am, reaches Mt Victoria at 6:07am and arrives Sydney at 8:17am.",48
Western Mail (train),38653501,"The Western Mail was an Australian passenger train that ran from Sydney to Dubbo and Parkes from the 1973 until November 1988. The service commenced when the Dubbo Mail and Forbes Mail were combined.
The service ran overnight from Sydney via the Main Western line to Orange where the train divided with separate portions for Dubbo and Parkes. At Dubbo it connected with the Far West Express to Bourke, Cobar and Coonamble.
From 1957, the Sydney to Lithgow portion of the journey was hauled by 46 and later 86 class electric locomotives following the electrification of the Blue Mountains line.
Until November 1983, the Parkes service was extended to Forbes on certain nights. From June 1985, most Dubbo based State Rail Authority road coach services that connected with the Western Mail were retimed to meet with the Central West XPT.
The Orange to Parkes portion was withdrawn in May 1986 with the remainder of the service ceasing in November 1988.",18
Capricornian,41201083,The Capricornian was a passenger train that operated in Queensland Australia between 1970 and 1993. It travelled on the North Coast line between Brisbane and Rockhampton.,35
Diesel Tilt Train,49677735,"The Diesel Tilt Train is the name for three high-speed tilting train services, operated by Queensland Rail on the North Coast line from Brisbane to Cairns.",52
Electric Tilt Train,49677900,The Electric Tilt Train is the name for two identical high-speed tilting trains operated by Queensland Rail on the North Coast line from Brisbane to Bundaberg and Rockhampton.,73
Gulflander,12230684,The Gulflander is an Australian passenger train operated by Queensland Rail on the isolated Normanton to Croydon line in the Gulf Country of northern Queensland.,7
The Inlander (Queensland Rail),27908636,"The Inlander is an Australian passenger train. It was introduced by Queensland Rail on 12 February 1953 using new steel air-conditioned carriages built by Commonwealth Engineering, Rocklea.
",68
Savannahlander,5040834,The Savannahlander is an Australian passenger train service that operates in Far North Queensland that travels on the Tablelands line from the coastal city of Cairns to Forsayth.,43
Spirit of Queensland,41200877,"The Spirit of Queensland is a Queensland Rail long distance passenger rail service. It is operated by a diesel powered Tilt Train that runs five times a week on the North Coast line between Brisbane and Cairns, a distance of 1,681 kilometres. At the start of 2015 it replaced the diesel-hauled train The Sunlander.
",72
Spirit of the Outback,2122757,"The Spirit of the Outback is a long-distance passenger rail service in Queensland, Australia, operated by Queensland Rail's Traveltrain division.",34
The Sunlander,5040821,"The Sunlander was a long distance passenger rail service operated by Queensland Rail on the North Coast line between Brisbane and Cairns in Queensland between June 1953 and December 2014. It has been replaced by the Spirit of Queensland.
",8
The Midlander (Queensland Rail),41201163,"The Midlander was a passenger train that operated in Queensland, Australia between 1954 and 1993. It travelled on the Central west line between Rockhampton and Winton.
",98
